Subject;Group3_Map1_FOnset;Group3_Map1_LOffset;Group3_Map1_NumTF;Group3_Map1_TfCentroid;Group3_Map1_MeanCorr;Group3_Map1_Gev;Group3_Map1_BCorr;Group3_Map1_TfBCorr;Group3_Map1_GfpTfBCorr;Group3_Map1_MaxGfp;Group3_Map1_TfMaxGfp;Group3_Map1_MeanGfp;Group3_Map1_MeanDur;Group3_Map1_TimeCov;Group3_Map1_SegDensity;Group3_Map2_FOnset;Group3_Map2_LOffset;Group3_Map2_NumTF;Group3_Map2_TfCentroid;Group3_Map2_MeanCorr;Group3_Map2_Gev;Group3_Map2_BCorr;Group3_Map2_TfBCorr;Group3_Map2_GfpTfBCorr;Group3_Map2_MaxGfp;Group3_Map2_TfMaxGfp;Group3_Map2_MeanGfp;Group3_Map2_MeanDur;Group3_Map2_TimeCov;Group3_Map2_SegDensity;Group3_Map3_FOnset;Group3_Map3_LOffset;Group3_Map3_NumTF;Group3_Map3_TfCentroid;Group3_Map3_MeanCorr;Group3_Map3_Gev;Group3_Map3_BCorr;Group3_Map3_TfBCorr;Group3_Map3_GfpTfBCorr;Group3_Map3_MaxGfp;Group3_Map3_TfMaxGfp;Group3_Map3_MeanGfp;Group3_Map3_MeanDur;Group3_Map3_TimeCov;Group3_Map3_SegDensity;Group3_Map4_FOnset;Group3_Map4_LOffset;Group3_Map4_NumTF;Group3_Map4_TfCentroid;Group3_Map4_MeanCorr;Group3_Map4_Gev;Group3_Map4_BCorr;Group3_Map4_TfBCorr;Group3_Map4_GfpTfBCorr;Group3_Map4_MaxGfp;Group3_Map4_TfMaxGfp;Group3_Map4_MeanGfp;Group3_Map4_MeanDur;Group3_Map4_TimeCov;Group3_Map4_SegDensity;Group3_Map5_FOnset;Group3_Map5_LOffset;Group3_Map5_NumTF;Group3_Map5_TfCentroid;Group3_Map5_MeanCorr;Group3_Map5_Gev;Group3_Map5_BCorr;Group3_Map5_TfBCorr;Group3_Map5_GfpTfBCorr;Group3_Map5_MaxGfp;Group3_Map5_TfMaxGfp;Group3_Map5_MeanGfp;Group3_Map5_MeanDur;Group3_Map5_TimeCov;Group3_Map5_SegDensity
Subject37;127;149;18;138.886003;0.786767;0.030362;0.873071;127;1.094008;1.094008;127;0.935554;8.062258;0.219512;0.024390;73;154;21;113.215412;0.360973;0.013370;0.796598;150;0.993146;1.056147;73;0.727529;6.502957;0.256098;0.036585;84;97;14;91.039127;0.924541;0.022384;0.938097;88;0.772288;1.011817;97;0.775067;14.000000;0.170732;0.012195;98;109;12;103.711775;0.894242;0.033608;0.908950;98;1.008142;1.225762;106;1.073596;12.000000;0.146341;0.012195;110;126;17;118.010904;0.860453;0.039346;0.890531;116;1.152440;1.171757;117;1.010622;17.000000;0.207317;0.012195
Subject38;101;154;44;128.866938;0.825931;0.122902;0.906312;123;1.702921;1.790141;115;1.333980;12.649111;0.536585;0.024390;73;82;10;77.167973;0.248847;0.000978;0.436535;82;0.789425;1.143984;73;0.851328;10.000000;0.121951;0.012195;83;94;12;88.945602;0.766040;0.019985;0.875061;94;1.377831;1.377831;94;1.110819;12.000000;0.146341;0.012195;105;114;10;109.614881;0.904043;0.056622;0.916187;110;1.896586;1.899389;111;1.818308;10.000000;0.121951;0.012195;95;100;6;97.527501;0.888897;0.022889;0.907450;96;1.512532;1.548702;100;1.522092;6.000000;0.073171;0.012195
Subject39;92;143;44;121.836935;0.656573;0.138806;0.813669;122;1.687117;1.697357;120;1.252558;13.964240;0.536585;0.024390;97;154;19;131.180617;0.305434;0.008453;0.770573;103;0.861421;0.927390;104;0.793131;9.380832;0.231707;0.024390;73;91;19;81.604459;0.473295;0.006723;0.553541;74;0.862696;0.876851;73;0.647560;19.000000;0.231707;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject40;73;154;19;105.262895;0.882035;0.033616;0.948699;79;0.968476;0.998337;154;0.918092;9.165151;0.231707;0.024390;142;147;6;144.416622;0.840206;0.010783;0.861384;146;0.946521;1.037230;143;0.988173;6.000000;0.073171;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;85;141;57;115.290391;0.925816;0.166227;0.977816;120;1.475315;1.475315;120;1.112485;57.000000;0.695122;0.012195
Subject41;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;83;154;59;123.088797;0.940931;0.265278;0.973258;135;1.474563;1.667768;129;1.340959;22.135944;0.719512;0.024390;73;105;23;91.017554;0.903385;0.063334;0.957309;105;1.457160;1.457160;105;1.088835;11.401754;0.280488;0.024390
Subject42;88;149;62;122.142954;0.739379;0.163431;0.951749;129;2.268909;2.268909;129;1.499806;62.000000;0.756098;0.012195;73;154;20;93.273032;0.113684;0.025710;0.874360;154;1.272026;3.095522;73;1.642156;8.660254;0.243902;0.024390;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject43;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;73;88;16;78.932063;-0.548021;0.025929;-0.408478;73;2.634855;2.634855;73;1.504379;16.000000;0.195122;0.012195;119;154;36;138.909855;-0.276450;0.020149;0.182848;125;0.806886;1.407293;154;0.976206;36.000000;0.439024;0.012195;89;118;30;103.902906;0.246665;0.005599;0.425868;110;0.946799;1.147494;105;0.950715;30.000000;0.365854;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject44;86;154;69;123.517983;0.838990;0.160177;0.941013;128;1.029418;1.051005;136;0.788656;69.000000;0.841463;0.012195;73;85;13;77.973964;0.110671;0.000480;0.340606;85;0.565689;1.259067;73;0.841704;13.000000;0.158537;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject45;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;73;154;82;113.262978;-0.020384;0.009107;0.282307;125;0.929125;1.796303;73;0.983696;82.000000;1.000000;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject46;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;73;102;30;87.537975;0.912190;0.081215;0.950443;76;0.997125;1.064391;74;0.900011;30.000000;0.365854;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;103;154;52;128.329276;0.927619;0.196641;0.966174;136;1.152580;1.218086;132;1.044017;52.000000;0.634146;0.012195
Subject47;106;154;49;129.500397;-0.174370;0.011350;0.080809;154;1.134754;1.452919;129;1.297505;49.000000;0.597561;0.012195;73;105;33;87.621031;-0.113086;0.008160;0.165979;85;1.066093;2.516365;73;1.348068;33.000000;0.402439;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject48;78;154;77;114.954802;0.877514;0.243293;0.974097;103;1.543713;1.584451;102;1.068029;77.000000;0.939024;0.012195;73;77;5;74.959174;0.455446;0.002184;0.663141;77;0.787068;0.853383;73;0.759120;5.000000;0.060976;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject49;73;96;20;84.344073;0.351598;0.012008;0.717268;93;0.881501;0.902705;96;0.711201;8.000000;0.243902;0.024390;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;114;154;41;134.256436;-0.023407;0.021509;0.445185;114;1.103690;1.226417;146;1.046797;41.000000;0.500000;0.012195;89;113;21;103.004276;0.682856;0.046945;0.801518;99;1.141075;1.259413;111;1.075497;8.246211;0.256098;0.024390;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject50;97;118;22;107.733426;0.925429;0.052844;0.943594;114;0.841467;0.870054;117;0.804483;22.000000;0.268293;0.012195;73;154;60;119.367910;0.926917;0.127926;0.942772;127;0.868181;0.874163;129;0.745899;29.393877;0.731707;0.024390;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject51;114;137;24;125.108195;0.683082;0.050961;0.836343;126;1.172968;1.228085;125;0.859085;24.000000;0.292683;0.012195;73;113;41;91.921909;-0.048923;0.015832;0.415838;101;0.715856;1.717238;73;0.793683;41.000000;0.500000;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;138;154;17;146.345278;0.564884;0.020003;0.700702;142;0.795155;1.006651;147;0.864440;17.000000;0.207317;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject52;79;120;33;101.809061;-0.384928;0.032338;-0.071915;80;0.647124;1.351915;113;0.978772;16.431677;0.402439;0.024390;73;78;6;75.107816;-0.032543;0.000047;0.006371;76;0.851404;1.231550;73;0.924257;6.000000;0.073171;0.012195;94;102;9;97.885319;-0.423556;0.006647;-0.352520;94;0.997355;1.049137;96;0.970986;9.000000;0.109756;0.012195;121;154;34;137.735338;0.487905;0.043221;0.819200;149;1.026142;1.084918;147;0.880431;34.000000;0.414634;0.012195;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject53;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;73;124;40;96.180178;0.779126;0.048363;0.885833;114;0.994293;1.196913;101;0.937519;17.860571;0.487805;0.024390;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000;102;154;42;129.489332;0.891090;0.104535;0.929615;141;1.602729;1.602729;141;1.182411;18.973666;0.512195;0.024390
